sample	chrom	co_pos_mid	co_pos_min	co_pos_max	co_pos_range	cross	co_from_parent	co_to_parent
C07/PG0070-C/ERR019056	b'Pf3D7_11_v3'	521472	520861	522084	1223	3d7_hb3	3d7	hb3
TC08/PG0020-C/ERR019052	b'Pf3D7_11_v3'	569150	568554	569746	1192	hb3_dd2	dd2	hb3
JF6/PG0079-C/ERR027102	b'Pf3D7_11_v3'	608295	607547	609044	1497	7g8_gb4	7g8	gb4
C06/PG0069-C/ERR019055	b'Pf3D7_11_v3'	626285	625918	626652	734	3d7_hb3	3d7	hb3
C09/PG0072-C/ERR019057	b'Pf3D7_11_v3'	629538	629279	629798	519	3d7_hb3	3d7	hb3
SC05/PG0019-C/ERR019051	b'Pf3D7_11_v3'	636393	635350	637436	2086	hb3_dd2	dd2	hb3
KB8/PG0104-C/ERR029148	b'Pf3D7_11_v3'	638799	638299	639299	1000	7g8_gb4	7g8	gb4
3BA6/PG0022-Cx/ERR126027	b'Pf3D7_11_v3'	649535	647586	651484	3898	hb3_dd2	hb3	dd2
C09/PG0072-C/ERR019057	b'Pf3D7_11_v3'	665616	665532	665700	168	3d7_hb3	hb3	3d7
7C424/PG0044-C/ERR019043	b'Pf3D7_11_v3'	690131	689843	690419	576	hb3_dd2	hb3	dd2
7C408/PG0031-C/ERR015458	b'Pf3D7_11_v3'	699861	698896	700827	1931	hb3_dd2	dd2	hb3
AUD/PG0112-C/ERR029406	b'Pf3D7_11_v3'	741178	740881	741475	594	7g8_gb4	gb4	7g8
7C7/PG0048-C/ERR019049	b'Pf3D7_11_v3'	745113	744196	746031	1835	hb3_dd2	hb3	dd2
C10/PG0063-C/ERR019060	b'Pf3D7_11_v3'	785388	784322	786455	2133	3d7_hb3	hb3	3d7
B1SD/PG0015-C/ERR019044	b'Pf3D7_11_v3'	932343	930558	934128	3570	hb3_dd2	hb3	dd2
7C12/PG0035-Cx/ERR037704	b'Pf3D7_11_v3'	966070	965756	966385	629	hb3_dd2	hb3	dd2
C10/PG0063-C/ERR019060	b'Pf3D7_11_v3'	968029	966147	969912	3765	3d7_hb3	3d7	hb3
QC34/PG0026-C/ERR015453	b'Pf3D7_11_v3'	978182	977122	979242	2120	hb3_dd2	hb3	dd2
C06/PG0069-C/ERR019055	b'Pf3D7_11_v3'	978192	977143	979242	2099	3d7_hb3	hb3	3d7
7C421/PG0043-C/ERR015459	b'Pf3D7_11_v3'	986754	983911	989598	5687	hb3_dd2	hb3	dd2
CH3_116/PG0032-Cx/ERR037703	b'Pf3D7_11_v3'	987746	987405	988087	682	hb3_dd2	hb3	dd2
SC05/PG0019-C/ERR019051	b'Pf3D7_11_v3'	987746	987405	988087	682	hb3_dd2	hb3	dd2
JF6/PG0079-C/ERR027102	b'Pf3D7_11_v3'	995532	994322	996743	2421	7g8_gb4	gb4	7g8
C14/PG0060-C/ERR019058	b'Pf3D7_11_v3'	998532	997855	999209	1354	3d7_hb3	3d7	hb3
C02/PG0067-C/ERR019073	b'Pf3D7_11_v3'	1018462	1018026	1018899	873	3d7_hb3	hb3	3d7
C06/PG0069-C/ERR019055	b'Pf3D7_11_v3'	1019537	1019514	1019560	46	3d7_hb3	3d7	hb3
7C140/PG0039-C/ERR015454	b'Pf3D7_11_v3'	1027405	1026818	1027993	1175	hb3_dd2	dd2	hb3
C10/PG0063-C/ERR019060	b'Pf3D7_11_v3'	1073328	1073128	1073529	401	3d7_hb3	hb3	3d7
QC01/PG0017-C/ERR019050	b'Pf3D7_11_v3'	1082167	1079570	1084765	5195	hb3_dd2	hb3	dd2
DEV/PG0081-CW/ERR045633	b'Pf3D7_11_v3'	1100787	1097991	1103583	5592	7g8_gb4	7g8	gb4
KH7/PG0088-C/ERR027111	b'Pf3D7_11_v3'	1100787	1097991	1103583	5592	7g8_gb4	7g8	gb4
GC03/PG0021-C/ERR015447	b'Pf3D7_11_v3'	1154026	1152273	1155780	3507	hb3_dd2	hb3	dd2
7C111/PG0038-C/ERR015457	b'Pf3D7_11_v3'	1159968	1159648	1160289	641	hb3_dd2	dd2	hb3
7C170/PG0041-C/ERR015446	b'Pf3D7_11_v3'	1160968	1160289	1161647	1358	hb3_dd2	hb3	dd2
7C183/PG0042-C/ERR015448	b'Pf3D7_11_v3'	1172862	1172774	1172950	176	hb3_dd2	hb3	dd2
C08/PG0071-C/ERR019074	b'Pf3D7_11_v3'	1177549	1176401	1178698	2297	3d7_hb3	hb3	3d7
C03/PG0066-C/ERR019072	b'Pf3D7_11_v3'	1224094	1223065	1225123	2058	3d7_hb3	hb3	3d7
NF10/PG0096-C/ERR027108	b'Pf3D7_11_v3'	1226137	1225363	1226911	1548	7g8_gb4	7g8	gb4
DAN/PG0098-C/ERR027110	b'Pf3D7_11_v3'	1242431	1242074	1242789	715	7g8_gb4	gb4	7g8
SC05/PG0019-C/ERR019051	b'Pf3D7_11_v3'	1244710	1242264	1247157	4893	hb3_dd2	dd2	hb3
7C111/PG0038-C/ERR015457	b'Pf3D7_11_v3'	1249071	1247157	1250985	3828	hb3_dd2	hb3	dd2
TC05/PG0027-C/ERR015450	b'Pf3D7_11_v3'	1251338	1250985	1251691	706	hb3_dd2	dd2	hb3
7C421/PG0043-C/ERR015459	b'Pf3D7_11_v3'	1256017	1255469	1256565	1096	hb3_dd2	dd2	hb3
XB3/PG0093-C/ERR029105	b'Pf3D7_11_v3'	1303092	1302863	1303322	459	7g8_gb4	gb4	7g8
C07/PG0070-C/ERR019056	b'Pf3D7_11_v3'	1305124	1303406	1306843	3437	3d7_hb3	hb3	3d7
7C183/PG0042-C/ERR015448	b'Pf3D7_11_v3'	1338454	1335603	1341306	5703	hb3_dd2	dd2	hb3
7C3/PG0034-C/ERR019047	b'Pf3D7_11_v3'	1338454	1335603	1341306	5703	hb3_dd2	dd2	hb3
7C101/PG0074-C/ERR019048	b'Pf3D7_11_v3'	1347946	1346963	1348929	1966	hb3_dd2	dd2	hb3
C14/PG0060-C/ERR019058	b'Pf3D7_11_v3'	1352496	1350286	1354707	4421	3d7_hb3	hb3	3d7
C03/PG0066-C/ERR019072	b'Pf3D7_11_v3'	1357085	1356863	1357307	444	3d7_hb3	3d7	hb3
C01/PG0065-C/ERR019064	b'Pf3D7_11_v3'	1425592	1424689	1426495	1806	3d7_hb3	hb3	3d7
C08/PG0071-C/ERR019074	b'Pf3D7_11_v3'	1442850	1441436	1444265	2829	3d7_hb3	3d7	hb3
7C20/PG0037-C/ERR015451	b'Pf3D7_11_v3'	1457731	1457470	1457993	523	hb3_dd2	dd2	hb3
XF12/PG0102-C/ERR029143	b'Pf3D7_11_v3'	1466418	1465703	1467134	1431	7g8_gb4	gb4	7g8
C14/PG0060-C/ERR019058	b'Pf3D7_11_v3'	1528526	1527675	1529377	1702	3d7_hb3	3d7	hb3
WC4/PG0082-C/ERR029093	b'Pf3D7_11_v3'	1528949	1528120	1529778	1658	7g8_gb4	gb4	7g8
XE7/PG0106-C/ERR029407	b'Pf3D7_11_v3'	1553300	1552620	1553981	1361	7g8_gb4	gb4	7g8
C11/PG0064-C/ERR019071	b'Pf3D7_11_v3'	1555517	1554957	1556077	1120	3d7_hb3	hb3	3d7
GC06/PG0028-C/ERR015456	b'Pf3D7_11_v3'	1555550	1554427	1556673	2246	hb3_dd2	dd2	hb3
C01/PG0065-C/ERR019064	b'Pf3D7_11_v3'	1557874	1557234	1558515	1281	3d7_hb3	3d7	hb3
7C3/PG0034-C/ERR019047	b'Pf3D7_11_v3'	1558757	1558578	1558936	358	hb3_dd2	hb3	dd2
7C101/PG0074-C/ERR019048	b'Pf3D7_11_v3'	1591311	1590164	1592458	2294	hb3_dd2	hb3	dd2
1BB5/PG0023-C/ERR015449	b'Pf3D7_11_v3'	1592368	1590164	1594572	4408	hb3_dd2	dd2	hb3
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_11_v3'	1601213	1598756	1603670	4914	hb3_dd2	dd2	hb3
C04/PG0061-C/ERR019059	b'Pf3D7_11_v3'	1610780	1610040	1611521	1481	3d7_hb3	hb3	3d7
QC34/PG0026-C/ERR015453	b'Pf3D7_11_v3'	1639669	1638670	1640669	1999	hb3_dd2	dd2	hb3
7C7/PG0048-C/ERR019049	b'Pf3D7_11_v3'	1643070	1642473	1643667	1194	hb3_dd2	dd2	hb3
XD8/PG0105-C/ERR029144	b'Pf3D7_11_v3'	1649578	1648879	1650278	1399	7g8_gb4	7g8	gb4
C11/PG0064-C/ERR019071	b'Pf3D7_11_v3'	1709136	1708833	1709439	606	3d7_hb3	3d7	hb3
7C170/PG0041-C/ERR015446	b'Pf3D7_11_v3'	1714608	1714342	1714874	532	hb3_dd2	dd2	hb3
7C46/PG0046-Cx/ERR107476	b'Pf3D7_11_v3'	1718581	1717005	1720157	3152	hb3_dd2	dd2	hb3
GC03/PG0021-C/ERR015447	b'Pf3D7_11_v3'	1732472	1731821	1733124	1303	hb3_dd2	dd2	hb3
7C183/PG0042-C/ERR015448	b'Pf3D7_11_v3'	1737288	1737193	1737383	190	hb3_dd2	hb3	dd2
7C140/PG0039-C/ERR015454	b'Pf3D7_11_v3'	1738799	1737383	1740216	2833	hb3_dd2	hb3	dd2
7C111/PG0038-C/ERR015457	b'Pf3D7_11_v3'	1784384	1783200	1785569	2369	hb3_dd2	dd2	hb3
D43/PG0029-Cx/ERR107474	b'Pf3D7_11_v3'	1784384	1783200	1785569	2369	hb3_dd2	hb3	dd2
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_11_v3'	1786251	1785569	1786933	1364	hb3_dd2	hb3	dd2
C08/PG0071-C/ERR019074	b'Pf3D7_11_v3'	1820157	1819788	1820526	738	3d7_hb3	hb3	3d7
DEV/PG0081-CW/ERR045633	b'Pf3D7_11_v3'	1875449	1874301	1876597	2296	7g8_gb4	gb4	7g8
NF10/PG0096-C/ERR027108	b'Pf3D7_11_v3'	1886317	1884030	1888604	4574	7g8_gb4	gb4	7g8
7C421/PG0043-C/ERR015459	b'Pf3D7_11_v3'	1902084	1901449	1902720	1271	hb3_dd2	hb3	dd2
XD8/PG0105-C/ERR029144	b'Pf3D7_12_v3'	100755	99125	102385	3260	7g8_gb4	7g8	gb4
C08/PG0071-C/ERR019074	b'Pf3D7_12_v3'	104106	103695	104518	823	3d7_hb3	hb3	3d7
3BD5/PG0024-C/ERR019053	b'Pf3D7_12_v3'	128920	128409	129431	1022	hb3_dd2	dd2	hb3
KB8/PG0104-C/ERR029148	b'Pf3D7_12_v3'	130790	130621	130960	339	7g8_gb4	7g8	gb4
C12/PG0058-C/ERR019063	b'Pf3D7_12_v3'	133636	132415	134857	2442	3d7_hb3	hb3	3d7
JC9/PG0111-CW/ERR045634	b'Pf3D7_12_v3'	138990	138609	139372	763	7g8_gb4	gb4	7g8
7C408/PG0031-C/ERR015458	b'Pf3D7_12_v3'	145954	145312	146596	1284	hb3_dd2	dd2	hb3
WC4/PG0082-C/ERR029093	b'Pf3D7_12_v3'	161376	161134	161619	485	7g8_gb4	gb4	7g8
JB8/PG0087-C/ERR029091	b'Pf3D7_12_v3'	196018	195323	196714	1391	7g8_gb4	7g8	gb4
C03/PG0066-C/ERR019072	b'Pf3D7_12_v3'	201240	200894	201586	692	3d7_hb3	3d7	hb3
C12/PG0058-C/ERR019063	b'Pf3D7_12_v3'	202215	200894	203537	2643	3d7_hb3	3d7	hb3
7C3/PG0034-C/ERR019047	b'Pf3D7_12_v3'	202588	201586	203591	2005	hb3_dd2	hb3	dd2
7C408/PG0031-C/ERR015458	b'Pf3D7_12_v3'	204364	203591	205138	1547	hb3_dd2	hb3	dd2
SC05/PG0019-C/ERR019051	b'Pf3D7_12_v3'	204364	203591	205138	1547	hb3_dd2	dd2	hb3
7C12/PG0035-Cx/ERR037704	b'Pf3D7_12_v3'	210280	209590	210970	1380	hb3_dd2	dd2	hb3
GC06/PG0028-C/ERR015456	b'Pf3D7_12_v3'	216539	215882	217196	1314	hb3_dd2	dd2	hb3
JB12/PG0099-C/ERR029146	b'Pf3D7_12_v3'	239716	236265	243167	6902	7g8_gb4	gb4	7g8
C13/PG0054-C/ERR019062	b'Pf3D7_12_v3'	270715	270245	271185	940	3d7_hb3	3d7	hb3
7C140/PG0039-C/ERR015454	b'Pf3D7_12_v3'	284642	283656	285628	1972	hb3_dd2	hb3	dd2
GC06/PG0028-C/ERR015456	b'Pf3D7_12_v3'	295915	294787	297043	2256	hb3_dd2	hb3	dd2
C09/PG0072-C/ERR019057	b'Pf3D7_12_v3'	297005	294787	299223	4436	3d7_hb3	hb3	3d7
7C3/PG0034-C/ERR019047	b'Pf3D7_12_v3'	297989	297043	298935	1892	hb3_dd2	dd2	hb3
7C3/PG0034-C/ERR019047	b'Pf3D7_12_v3'	335003	334886	335121	235	hb3_dd2	hb3	dd2
C15/PG0057-C/ERR019069	b'Pf3D7_12_v3'	338789	338700	338879	179	3d7_hb3	hb3	3d7
7C408/PG0031-C/ERR015458	b'Pf3D7_12_v3'	374587	372080	377095	5015	hb3_dd2	dd2	hb3
KA6/PG0091-C/ERR027117	b'Pf3D7_12_v3'	401021	399327	402715	3388	7g8_gb4	7g8	gb4
C04/PG0061-C/ERR019059	b'Pf3D7_12_v3'	401992	401277	402708	1431	3d7_hb3	hb3	3d7
WE2/PG0085-C/ERR027101	b'Pf3D7_12_v3'	448224	447998	448450	452	7g8_gb4	7g8	gb4
C03/PG0066-C/ERR019072	b'Pf3D7_12_v3'	455749	455246	456252	1006	3d7_hb3	hb3	3d7
7C421/PG0043-C/ERR015459	b'Pf3D7_12_v3'	514516	513802	515230	1428	hb3_dd2	hb3	dd2
JC3/PG0077-CW/ERR045636	b'Pf3D7_12_v3'	536752	536023	537481	1458	7g8_gb4	gb4	7g8
3BD5/PG0024-C/ERR019053	b'Pf3D7_12_v3'	539640	539159	540122	963	hb3_dd2	hb3	dd2
B1SD/PG0015-C/ERR019044	b'Pf3D7_12_v3'	552635	551730	553541	1811	hb3_dd2	dd2	hb3
7C20/PG0037-C/ERR015451	b'Pf3D7_12_v3'	592319	590139	594499	4360	hb3_dd2	hb3	dd2
LA10/PG0086-C/ERR029090	b'Pf3D7_12_v3'	646585	646266	646904	638	7g8_gb4	gb4	7g8
JE11/PG0100-C/ERR029404	b'Pf3D7_12_v3'	651904	651343	652465	1122	7g8_gb4	gb4	7g8
C12/PG0058-C/ERR019063	b'Pf3D7_12_v3'	657680	657278	658083	805	3d7_hb3	hb3	3d7
7C7/PG0048-C/ERR019049	b'Pf3D7_12_v3'	658520	658161	658879	718	hb3_dd2	hb3	dd2
7C421/PG0043-C/ERR015459	b'Pf3D7_12_v3'	670710	670254	671166	912	hb3_dd2	dd2	hb3
7C126/PG0047-C/ERR015452	b'Pf3D7_12_v3'	684279	684117	684442	325	hb3_dd2	dd2	hb3
C05/PG0068-C/ERR019065	b'Pf3D7_12_v3'	701014	700850	701179	329	3d7_hb3	hb3	3d7
TF1/PG0080-C/ERR027103	b'Pf3D7_12_v3'	710996	710280	711713	1433	7g8_gb4	7g8	gb4
C15/PG0057-C/ERR019069	b'Pf3D7_12_v3'	742529	742392	742667	275	3d7_hb3	3d7	hb3
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_12_v3'	742757	742188	743327	1139	hb3_dd2	dd2	hb3
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_12_v3'	896755	896089	897422	1333	hb3_dd2	hb3	dd2
QC13/PG0016-C/ERR012895	b'Pf3D7_12_v3'	897899	897784	898014	230	hb3_dd2	hb3	dd2
7C126/PG0047-C/ERR015452	b'Pf3D7_12_v3'	903760	903393	904127	734	hb3_dd2	hb3	dd2
C13/PG0054-C/ERR019062	b'Pf3D7_12_v3'	936886	934883	938889	4006	3d7_hb3	hb3	3d7
7C46/PG0046-Cx/ERR107476	b'Pf3D7_12_v3'	937186	934883	939490	4607	hb3_dd2	dd2	hb3
C02/PG0067-C/ERR019073	b'Pf3D7_12_v3'	1022483	940918	1104048	163130	3d7_hb3	3d7	hb3
C06/PG0069-C/ERR019055	b'Pf3D7_12_v3'	1022483	940918	1104048	163130	3d7_hb3	3d7	hb3
3BD5/PG0024-C/ERR019053	b'Pf3D7_12_v3'	1023037	940918	1105156	164238	hb3_dd2	dd2	hb3
KB8/PG0104-C/ERR029148	b'Pf3D7_12_v3'	1059119	1057747	1060491	2744	7g8_gb4	gb4	7g8
XD8/PG0105-C/ERR029144	b'Pf3D7_12_v3'	1076195	1075374	1077016	1642	7g8_gb4	gb4	7g8
KH7/PG0088-C/ERR027111	b'Pf3D7_12_v3'	1125235	1124928	1125542	614	7g8_gb4	gb4	7g8
GC03/PG0021-C/ERR015447	b'Pf3D7_12_v3'	1126897	1126469	1127326	857	hb3_dd2	dd2	hb3
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_12_v3'	1145808	1144984	1146633	1649	hb3_dd2	dd2	hb3
C09/PG0072-C/ERR019057	b'Pf3D7_12_v3'	1148392	1147103	1149682	2579	3d7_hb3	3d7	hb3
JC3/PG0077-CW/ERR045636	b'Pf3D7_12_v3'	1155686	1155237	1156135	898	7g8_gb4	7g8	gb4
QC34/PG0026-C/ERR015453	b'Pf3D7_12_v3'	1158390	1158155	1158625	470	hb3_dd2	hb3	dd2
WF12/PG0097-C/ERR027109	b'Pf3D7_12_v3'	1168310	1166166	1170454	4288	7g8_gb4	7g8	gb4
C12/PG0058-C/ERR019063	b'Pf3D7_12_v3'	1195096	1194571	1195621	1050	3d7_hb3	3d7	hb3
XG10/PG0109-C/ERR029405	b'Pf3D7_12_v3'	1206403	1205564	1207242	1678	7g8_gb4	7g8	gb4
NF10/PG0096-C/ERR027108	b'Pf3D7_12_v3'	1222607	1221885	1223329	1444	7g8_gb4	7g8	gb4
AL2/PG0103-CW/ERR045627	b'Pf3D7_12_v3'	1223879	1223329	1224429	1100	7g8_gb4	gb4	7g8
7C140/PG0039-C/ERR015454	b'Pf3D7_12_v3'	1231050	1231030	1231071	41	hb3_dd2	dd2	hb3
SC05/PG0019-C/ERR019051	b'Pf3D7_12_v3'	1232418	1231434	1233403	1969	hb3_dd2	hb3	dd2
XG10/PG0109-C/ERR029405	b'Pf3D7_12_v3'	1243778	1243628	1243928	300	7g8_gb4	gb4	7g8
SC05/PG0019-C/ERR019051	b'Pf3D7_12_v3'	1247448	1246505	1248391	1886	hb3_dd2	dd2	hb3
7C16/PG0036-C/ERR015455	b'Pf3D7_12_v3'	1341449	1340987	1341911	924	hb3_dd2	dd2	hb3
7C170/PG0041-C/ERR015446	b'Pf3D7_12_v3'	1358446	1357933	1358959	1026	hb3_dd2	hb3	dd2
3BD5/PG0024-C/ERR019053	b'Pf3D7_12_v3'	1360284	1360110	1360458	348	hb3_dd2	hb3	dd2
QC23/PG0045-C/ERR012892	b'Pf3D7_12_v3'	1365700	1363031	1368369	5338	hb3_dd2	hb3	dd2
CH3_116/PG0032-Cx/ERR037703	b'Pf3D7_12_v3'	1393210	1392274	1394146	1872	hb3_dd2	dd2	hb3
C02/PG0067-C/ERR019073	b'Pf3D7_12_v3'	1395685	1395047	1396323	1276	3d7_hb3	hb3	3d7
C04/PG0061-C/ERR019059	b'Pf3D7_12_v3'	1395685	1395047	1396323	1276	3d7_hb3	3d7	hb3
B1SD/PG0015-C/ERR019044	b'Pf3D7_12_v3'	1395685	1395047	1396323	1276	hb3_dd2	hb3	dd2
C06/PG0069-C/ERR019055	b'Pf3D7_12_v3'	1412357	1411808	1412907	1099	3d7_hb3	hb3	3d7
C11/PG0064-C/ERR019071	b'Pf3D7_12_v3'	1455563	1453708	1457418	3710	3d7_hb3	3d7	hb3
GC03/PG0021-C/ERR015447	b'Pf3D7_12_v3'	1500810	1499896	1501724	1828	hb3_dd2	hb3	dd2
D43/PG0029-Cx/ERR107474	b'Pf3D7_12_v3'	1541710	1540520	1542901	2381	hb3_dd2	hb3	dd2
C03/PG0066-C/ERR019072	b'Pf3D7_12_v3'	1547692	1547462	1547923	461	3d7_hb3	3d7	hb3
7C421/PG0043-C/ERR015459	b'Pf3D7_12_v3'	1549162	1548647	1549677	1030	hb3_dd2	hb3	dd2
JC3/PG0077-CW/ERR045636	b'Pf3D7_12_v3'	1563160	1562363	1563958	1595	7g8_gb4	gb4	7g8
C03/PG0066-C/ERR019072	b'Pf3D7_12_v3'	1573701	1572547	1574855	2308	3d7_hb3	hb3	3d7
TC08/PG0020-C/ERR019052	b'Pf3D7_12_v3'	1614729	1614247	1615211	964	hb3_dd2	dd2	hb3
C15/PG0057-C/ERR019069	b'Pf3D7_12_v3'	1631327	1630833	1631821	988	3d7_hb3	hb3	3d7
C08/PG0071-C/ERR019074	b'Pf3D7_12_v3'	1665177	1664732	1665622	890	3d7_hb3	3d7	hb3
7C421/PG0043-C/ERR015459	b'Pf3D7_12_v3'	1665474	1663492	1667457	3965	hb3_dd2	dd2	hb3
LA10/PG0086-C/ERR029090	b'Pf3D7_12_v3'	1788228	1787532	1788924	1392	7g8_gb4	7g8	gb4
C14/PG0060-C/ERR019058	b'Pf3D7_12_v3'	1822703	1822217	1823189	972	3d7_hb3	3d7	hb3
1BB5/PG0023-C/ERR015449	b'Pf3D7_12_v3'	1836704	1836533	1836875	342	hb3_dd2	dd2	hb3
7C408/PG0031-C/ERR015458	b'Pf3D7_12_v3'	1851799	1850879	1852719	1840	hb3_dd2	hb3	dd2
B1SD/PG0015-C/ERR019044	b'Pf3D7_12_v3'	1883547	1882375	1884720	2345	hb3_dd2	dd2	hb3
3BA6/PG0022-Cx/ERR126027	b'Pf3D7_12_v3'	1897176	1896708	1897645	937	hb3_dd2	dd2	hb3
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_12_v3'	1899419	1894111	1904728	10617	hb3_dd2	hb3	dd2
3BD5/PG0024-C/ERR019053	b'Pf3D7_12_v3'	1910322	1910090	1910555	465	hb3_dd2	dd2	hb3
7C16/PG0036-C/ERR015455	b'Pf3D7_12_v3'	1939982	1939413	1940552	1139	hb3_dd2	hb3	dd2
7C188/PG0030-C/ERR019046	b'Pf3D7_12_v3'	1955734	1955034	1956434	1400	hb3_dd2	dd2	hb3
7C12/PG0035-Cx/ERR037704	b'Pf3D7_12_v3'	1963724	1962499	1964949	2450	hb3_dd2	hb3	dd2
7C20/PG0037-C/ERR015451	b'Pf3D7_12_v3'	1984829	1983354	1986304	2950	hb3_dd2	dd2	hb3
XF12/PG0102-C/ERR029143	b'Pf3D7_12_v3'	2003379	2002645	2004113	1468	7g8_gb4	7g8	gb4
1BB5/PG0023-C/ERR015449	b'Pf3D7_12_v3'	2011715	2011453	2011978	525	hb3_dd2	hb3	dd2
SC05/PG0019-C/ERR019051	b'Pf3D7_12_v3'	2020959	2019129	2022789	3660	hb3_dd2	hb3	dd2
7C159/PG0040-Cx/ERR107475	b'Pf3D7_12_v3'	2036494	2033720	2039268	5548	hb3_dd2	hb3	dd2
C10/PG0063-C/ERR019060	b'Pf3D7_12_v3'	2088356	2088127	2088586	459	3d7_hb3	3d7	hb3
XE7/PG0106-C/ERR029407	b'Pf3D7_13_v3'	144617	142490	146745	4255	7g8_gb4	gb4	7g8
7C12/PG0035-Cx/ERR037704	b'Pf3D7_13_v3'	162237	161858	162617	759	hb3_dd2	hb3	dd2
XG10/PG0109-C/ERR029405	b'Pf3D7_13_v3'	163205	162250	164161	1911	7g8_gb4	gb4	7g8
TC08/PG0020-C/ERR019052	b'Pf3D7_13_v3'	165209	164688	165731	1043	hb3_dd2	hb3	dd2
DAN/PG0098-C/ERR027110	b'Pf3D7_13_v3'	182114	181582	182646	1064	7g8_gb4	gb4	7g8
7C20/PG0037-C/ERR015451	b'Pf3D7_13_v3'	188536	188061	189012	951	hb3_dd2	dd2	hb3
DEV/PG0081-CW/ERR045633	b'Pf3D7_13_v3'	225680	225415	225945	530	7g8_gb4	gb4	7g8
XG10/PG0109-C/ERR029405	b'Pf3D7_13_v3'	230996	230632	231360	728	7g8_gb4	7g8	gb4
NIC/PG0095-CW/ERR045631	b'Pf3D7_13_v3'	346633	344397	348869	4472	7g8_gb4	7g8	gb4
JB12/PG0099-C/ERR029146	b'Pf3D7_13_v3'	349383	348869	349897	1028	7g8_gb4	7g8	gb4
KH7/PG0088-C/ERR027111	b'Pf3D7_13_v3'	352470	351779	353161	1382	7g8_gb4	gb4	7g8
WE2/PG0085-C/ERR027101	b'Pf3D7_13_v3'	352470	351779	353161	1382	7g8_gb4	gb4	7g8
C01/PG0065-C/ERR019064	b'Pf3D7_13_v3'	389369	388986	389752	766	3d7_hb3	hb3	3d7
QC13/PG0016-C/ERR012895	b'Pf3D7_13_v3'	391645	391052	392238	1186	hb3_dd2	dd2	hb3
TC08/PG0020-C/ERR019052	b'Pf3D7_13_v3'	400464	399851	401077	1226	hb3_dd2	dd2	hb3
JE11/PG0100-C/ERR029404	b'Pf3D7_13_v3'	411674	410957	412392	1435	7g8_gb4	gb4	7g8
NIC/PG0095-CW/ERR045631	b'Pf3D7_13_v3'	419318	418736	419901	1165	7g8_gb4	gb4	7g8
XG10/PG0109-C/ERR029405	b'Pf3D7_13_v3'	419318	418736	419901	1165	7g8_gb4	gb4	7g8
JF6/PG0079-C/ERR027102	b'Pf3D7_13_v3'	457868	457298	458438	1140	7g8_gb4	7g8	gb4
AL2/PG0103-CW/ERR045627	b'Pf3D7_13_v3'	479992	479096	480889	1793	7g8_gb4	7g8	gb4
JB12/PG0099-C/ERR029146	b'Pf3D7_13_v3'	479992	479096	480889	1793	7g8_gb4	gb4	7g8
C12/PG0058-C/ERR019063	b'Pf3D7_13_v3'	482194	481280	483108	1828	3d7_hb3	hb3	3d7
C10/PG0063-C/ERR019060	b'Pf3D7_13_v3'	503420	501252	505589	4337	3d7_hb3	hb3	3d7
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_13_v3'	510445	509862	511028	1166	hb3_dd2	hb3	dd2
AUD/PG0112-C/ERR029406	b'Pf3D7_13_v3'	566960	565609	568311	2702	7g8_gb4	gb4	7g8
TC05/PG0027-C/ERR015450	b'Pf3D7_13_v3'	588546	585786	591306	5520	hb3_dd2	dd2	hb3
C13/PG0054-C/ERR019062	b'Pf3D7_13_v3'	630236	629639	630834	1195	3d7_hb3	hb3	3d7
GC06/PG0028-C/ERR015456	b'Pf3D7_13_v3'	658441	657932	658951	1019	hb3_dd2	dd2	hb3
7C159/PG0040-Cx/ERR107475	b'Pf3D7_13_v3'	661061	660513	661610	1097	hb3_dd2	dd2	hb3
C14/PG0060-C/ERR019058	b'Pf3D7_13_v3'	670019	669822	670217	395	3d7_hb3	3d7	hb3
B1SD/PG0015-C/ERR019044	b'Pf3D7_13_v3'	671115	670783	671447	664	hb3_dd2	hb3	dd2
C10/PG0063-C/ERR019060	b'Pf3D7_13_v3'	708070	707624	708516	892	3d7_hb3	3d7	hb3
AUD/PG0112-C/ERR029406	b'Pf3D7_13_v3'	713620	711955	715286	3331	7g8_gb4	7g8	gb4
3BD5/PG0024-C/ERR019053	b'Pf3D7_13_v3'	728704	727912	729496	1584	hb3_dd2	dd2	hb3
7C183/PG0042-C/ERR015448	b'Pf3D7_13_v3'	730529	729496	731563	2067	hb3_dd2	hb3	dd2
7C159/PG0040-Cx/ERR107475	b'Pf3D7_13_v3'	755265	754525	756006	1481	hb3_dd2	hb3	dd2
TC08/PG0020-C/ERR019052	b'Pf3D7_13_v3'	757398	756010	758787	2777	hb3_dd2	hb3	dd2
7C101/PG0074-C/ERR019048	b'Pf3D7_13_v3'	763540	762355	764726	2371	hb3_dd2	dd2	hb3
XD8/PG0105-C/ERR029144	b'Pf3D7_13_v3'	786836	786184	787488	1304	7g8_gb4	7g8	gb4
QC23/PG0045-C/ERR012892	b'Pf3D7_13_v3'	863832	863397	864268	871	hb3_dd2	hb3	dd2
